,Tweet,Sentiment
17636,EID thi shaid is liye drama ni release hua....,Neutral
17637,ye drama dekhti ho kitna acha hai,Positive
17638,na mumkeen ha,Neutral
17639,Krna he chiye,Neutral
17640,Ajeeb bat hai k  jis ko aids hey usay kuch pata hi nahon...us say itna secret rakha jaa raha hey.,Negative
17641,Yea drama ha zaida serious honay kay zaroorat nai ,Negative
17642,Airs dost ki waja se hua tha kiun k ek hi reazr se shave krty thy,Negative
17643,shafay ko kion nahin koi batata...ab bia bhi khamosh ho gaye hey??? ,Negative
17644,Ek reazr sy shave karny sy bi aids ho jata ha,Negative
17645,Shafay kud kion nahin doc kay paas ja kay pooch leta kay usay hey kia…,Neutral
17646,mamu bhi muhn main khunganian daal kay baith gaya hey. ,Negative
17647,kia shafay ko na batanay say shafay theek ho jaey ga??? ,Neutral
17648,Plz becharay shafay ko ab bata do kay usay aids hey. ,Negative
17649,ters aa raha hey us pay...yeh bhi batain kay usay aids kion hoa...kia us kay awara dost say hoa?,Negative
17650, Bia ko chahiay kay shafay ko sub such bata dey chup na rahay,Neutral
17651,ary per ban laga dena chahiay takay in ki aqal thikanay aaye. ,Negative
17652,over hi ho gaya hey yeh channel...dramas kay channel per kia kharafaat dekha rahay hain,Negative
17653,Akhir aiman hai,Neutral
17654,kya hua raat wali epsiode m,Neutral
17655,kya story he yr,Neutral
17656,Nhi krna chahie essa shafay loves bia,Negative
17657,Bia tu khud sy ai juda hogi,Neutral
17658,Lkin us ko juda nh hona chahiyae aur shafay ko us ki maa ki asliat pata chl jayae,Negative
17659,Lagta to Yahi hn ab Pata nhi kia hota h to agy agy...,Neutral
17660,Mene abi 6 episode dykhi hn kamal hai superbbb,Positive
17661,Bari hi ghatya or zalim aurat hey memoona.,Negative
17662,Bari hi koi dukh bhari ending hogi is dramy ki,Negative
17663,Karni tou nh chahiye...but bia ko cheat Kiya gay h....zaror jaey gi,Negative
17664,Buht allaw ha drama or bhi bhi,Positive
17665,Yar iska end bht hi rolany wala hoga,Negative
17666,Bhai koi us becharay ko tou batao,Negative
17667,men abhi dekhonga youtube pe,Neutral
17668,Ithing bia boli gi apny saas s k yeh bht galt Kiya us k sath us k bd us ki saas us ko tabraiz ki zndgi s nikal degi zndgi to karab KR de us.,Negative
17669,Saas ny sara ilzam biya pe lga dea h k uski wja se usky bety k sth aesa hua,Negative
17670,Tabraiz ki zindagi se nh shafe ki zindagi se,Neutral
17671,dil dahla dyny wali episode thi. ,Negative
17672,kbi ksi k used products use ni karain ahtiyaat ilaaj sy better,Positive
17673,Haaao sub sun liya,Neutral
17674,Khamoshi ma Affan apny Arsala k sath ni Kia us k ghr walon ny b....,Neutral
17675,Bohut dukh bhari kahani hai ye,Negative
17676,G ha bia na sari bata sun li h,Neutral
17677,Sab sunliya bia n,Neutral
17678,Bhot bashrm ha lanth pak falg ko foot ka nach,Negative
17679,Funny vedio wale one day mai b live aoge ???,Neutral
17680,Buttler ko out karao bus,Neutral
17681,Bhai sounds saaf q nahe,Neutral
17682,Mra koi bf hi ni ,Neutral
17683,samjh le,Neutral
17684,acha kia tu ny b ni bnya bf we r shreeef ,Neutral
17685,Na bhai ab nh,Neutral
17686,Ab try farigh waqt ka intazam jo ho gya ha ,Negative
17687, tm yaad ae ho,Positive
17688,Hahahahaha darust baat hai wesay,Positive
17689,Bc tu ny jo ani dali hui ha mjhy pta ha,Negative
17690,Tere jaise log,Neutral
17691,Hahahahaha yehi reason hai,Neutral
17692,Btw kahan pochi? ,Neutral
17693,Exams k baad dkhngi ab tym hi nhy ha ,Neutral
17694,Haan sahe hai. ,Positive
17695,welay log,Negative
17696,Meer hadi waly logo sy to acha he hoon ,Neutral
17697,me hu wo azeem hasti ,Positive
17698,Yaar.  kasam se,Neutral
17699,...hahahaha kis category men hn ab ap log :-D,Neutral
17700,Ag cal ya hi kar rahi ho me ak din me 3 movies ya ak season khatam,Negative
17701,. Ek din me 20 episodes dekhe mene Suno Chanda k,Negative
17702,ab agya yakeen?Plus  aj hamay pta chala k tum season khtam krnay me itni dair kio lgati ho,Neutral
17703,Bai insan masroof bi hoskta ha..kaam hote han..Apki tarha her koi wela nai hota..,Negative
17704,poora season aik din me yes.,Neutral
17705,tujhay sab pata ,Neutral
17706,btana Zara aj kya huwa?,Neutral
17707,Ta hamesha mata dase stories way che mata adu pta na v yrrr,Neutral
17708,tujhy to koi btany wala ii nae,Negative
17709,Iska matlab tu b jahil me b jahil ,Negative
17710,M phr kuch kum jahil becz em the supporter of ik.. ,Negative
17711,Nae tu b puri jahil meri trha :p,Negative
17712,Patwari logic use kar rae h tu ,Negative
17713,Ghalt baat ha yq,Negative
17714,Ap noon league hain na ,Negative
17715,ni ma sheikh hon,Neutral
17716,wo tu pta h aap sheikh hn ,Neutral
17717,Parhy likhy insaan ho bs bai sha'oor ho,Negative
17718,tu ta dogar naal a,Neutral
17719,ay gal,Neutral
17720,Main phly v pti naal tha mai hun v naal aa,Neutral
17721,patwari na bn,Negative
17722,Main kad banya patwari yar,Negative
17723,Parhy likhy jahil* ,Negative
17724,Confused kardia bhae,Negative
17725,ab nahe hon  us ne bohat disappoint kiya ,Negative
17726,self proclaimed parhe likhe :p,Negative
17727,mene ghalat sara ko tag krdia wse :p,Negative
17728,Iska mtlb khoo mn gya tumhara BS and mera MS wo b NUST se....Kuch b mtlb kuch b....,Negative
17729,Umer Beta tumhara b dope test krwana prre ga lgta hai!!!,Negative
17730,idea ho gaya tha mjhe ,Neutral
17731, hum parhy likhy,Neutral
17732,Ap jahil ho,Negative
17733,Tag krny waly ko goli mar do ,Negative
17734,ap lun khao,Negative
17735,gali na do dost or apni khurak b na btao,Negative
17736,.... Mn to hn... Ap thehri wahi jahil... ,Negative
17737,sirf tu or mai ,Neutral
17738,Agr dost ...... noon ko support kry tu,Negative
17739,Asan kehnsan gad na ahyun,Neutral
17740,Vote ta ppp khe thi dien n?,Neutral
17741,Na na kehnkhe na ,Neutral
17742,Ahan sadi tereef huri idr ao  ,Positive
17743,comman sense se bht ha sab kuch samna ha pr b anhk band rhko to pr ALLAH he ha apka,Negative
17744,hamari baat ho rai hai,Neutral
17745,Main to kisi ko support ni krti ,Negative
17746,Ab baatain chupaye gi na bhn sy,Negative
17747,Wasy tmhara abi confirm nai ha mughy,Neutral
17748,Kar lai yaqeen meri behn kar lai ,Positive
17749,Bhai jahil hain aap,Negative
17750,Waah kia andaaza lagaya ha ! Zabardast ! ,Positive
17751,"bhaag ja chl, apnapan na dikhaya kr har jagah",Negative
17752,Aap bhi to apne hain jese Jazz apna ha ! ,Neutral
17753,Waqae me tabdeeli bahar se nahi andar se aati ha saare wohi jageerdaar wadere bhar liye Election ke time pe ! ,Negative
17754, jo corrupt hain saara saal jinke khilaf bolta raha ! ,Negative
17755,Had hoti ha hypocracy ki aur khud maan bhi raha ha ke me inke baghair Wazir e Azam nae bansakta! ,Negative
17756, to tera maqsad bhi to PM banna hi hoa na bhai!  ,Negative
17757,Awaam ko kyu pagal banaraha ha! ,Negative
17758,Aur ye jo log isne bhare hain ye power me aane ke baad koe sahi kaam karne deinge kia isko jo itna paisa Election me lagaraha ha wo recover nae karega kia chori karke yaar logically to socho! Kyu   ?,Negative
17759,koi shak hi nhi ,Neutral
17760,Tu he rehHm wese he bht tang tere sy,Negative
17761,Bachpan say pti Ka tha ,Neutral
17762,Bht hansi i bht hansi i.. Bht zyada,Positive
17763," Tum yaad a gai.  ""musfirah suno na musfirah suno na""",Positive
17764,acha hua me aj nahi ai warna aisa manhoos din guzarta.,Negative
17765,Or meny door sy hi lanat bheji,Negative
17766,phr drmyan mn mny shesha rkh dya lanat reflect ho k ap pe chli gai#achasorryBYE,Negative
17767,or ye rhi apky hisy ki lanat,Negative
17768,Phrsy drmyan mn shesha ),Neutral
17769,Ahooo ye mai dur hoto dur he sai mainu ki,Neutral
17770,""" Mje tm bad main achi lgi""Mujhe ye line bohat pasnd hai actually.",Positive
17771,Mje tm pe tars aa rha ,Negative
17772,""" Mje nai pta.Mje achi lgti tm bs.""And this one too. :)",Positive
17773,Shukr hai khudi ruk gyi pehle.Main ne kaha ktne raaz khole gi... ,Negative
17774,tu marti bht h,Negative
17775,tere sath yhi ho rha,Neutral
17776, Sahi baat hai ,Neutral
17777,Abhi inko sahe ....... ,Neutral
17778,Nahi aai samjh? ,Neutral
17779,hahahahahaha hd ho gyi isko khte hn muhabbat ki riyazi,Positive
17780,Hahahhaha tmhay bohat pta ha,Neutral
17781,bohat munasib.,Positive
17782,Mohabbat ki riyaazi ,Positive
17783,Tm b Salam kehna,Positive
17784,sakhar waloon se apki chat leak ho gae,Negative
17785,Crush ko gherny k triky ,Negative
17786,Samjh ai hai  ,Neutral
17787,Aagai hai beta tujhe ,Neutral
17788,Hahahhahahhaha nae yrr tujhy toh pta ha me masum si bachi hun!!,Positive
17789,Masoom? Raaton ko videos kon dekhta hai  phupa tera,Negative
17790,Hahahhahahhhahahhha oyee chl ayy chl....kon si videos??Gandy or jhuty ilzam na lga!!,Negative
17791,Tu bss kr jaa....,Neutral
17792,Han takhe tu raaton ko jaag kr dekh sake? Wah bhai kiya dhong rachaya hao,Negative
17793,Hahahahahhahaahhahahahaahh begerat insan uss din me drama dekh rhi thi....tujhy toh bta k hi glti ki ha!!,Negative
17794,Ab dant na nikal...bol toh esy rhi thi jesi mery ghar khud aa k lga k di hn tuny mujhy videos!!!Begerat!!,Negative
17795,Nahi apk jese itne ooonche shoq kahan mere,Negative
17796,Buhahah ! Sahi khel gya ,Negative
17797,yh tu kry ge,Neutral
17798, yh v thrk ka ak level h check kro,Negative
17799,Achanak sudhar geya hun mein.,Positive
17800,bhn bhi ka pyr,Positive
17801,smjh ty gya e hna ....phla nam,Neutral
17802,Ye pyar nai ye gangbang hai,Negative
17803,Tu hi de de naam ,Neutral
17804,Picture abhi baki hai meray dost,Positive
17805,"AstagfiruAllah,,drama to theek ha lekin yeh picture",Negative
17806,hahahahaha :D creativity dkho zra,Negative
17807,ab kuch nai dekhna .,Negative
17808,Begharti,Negative
17809,haye mere allah ,Neutral
17810,Begairati,Negative
17811,Hahahhaa Aho kasmy yr,Neutral
17812,Pyar batne se barta hai to b bant,Positive
17813,Nzr andaz krna achi bat waisy aisi postain,Neutral
17814,Blkl ni  skon ni ata,Negative
17815,Bibi sunani lazmi kisi ko ,Neutral
17816,aap dono decide kr ln or aik koi rkh lo isay . LRNA NAI DONO ,Negative
17817,Yh le dhoond deya tjhe,Neutral
17818,You know naah meh nhi larai Krti you  tum hi rakh lo ..,Neutral
17819,bchary k daant to pury lgwa dy,Negative
17820,wese b mry pas already boyfrnd h  ,Positive
17821,lagwa ley ga pyaar chahta hai tumhara bsss,Positive
17822,woh girlfriend hai,Positive
17823,dkh behn me skht londi hu,Negative
17824,mudasir tm b mry lie boyfrnd dhundhry hotm bhii,Neutral
17825,dkhlo bht bri zemadari hapny jesa dhundhna roz ki ik choclate,Negative
17826,tmhare lye best haekrle shadi ,Positive
17827,hahahah tere liye hai,Neutral
17828,Saudah tu isi se ubtan krhe na ,Neutral
17829,chal  too hi rakh isyy,Neutral
17830,hahahahahha han tera krwa rae,Neutral
17831,tere liye best haiii :p,Positive
17832,mene tere lie dekha tha ,Neutral
17833,ese toh mt keh itni mushkil se tera jor dhonda mene,Negative
17834,teraa best match haiii,Positive
17835,ni gor se toh dekh ,Neutral
17836,tu gor kr sir blkul tere se miltaa,Neutral
17837,Bus is ki kami thi,Negative
17838,danto ka maslah hy bs ,Negative
17839,Vea karle is se tu,Neutral
17840,main ny to krni hi nhi hi na to tu kr ly tyre liye best hai yh . Buahahahahahaa,Positive
17841,Tm chahte ho k mje crush k n se nafrat ho jaye,Negative
17842,Yhi to hai tmary pyaar krny wali chz,Positive
17843,Tera wala hai shaid ,Neutral
17844,Woh handsome h,Positive
17845,Hai to magar :),Neutral
17846,Marasi bolti thi tu,Negative
17847,Janti nahi thi pehle :) Aur ab chup ho jaa.. Dekh lena unhone bhi  aur kutti cmnt bhi delete kr,Negative
17848,kis ny dekh lena,Negative
17849,cmnt delete kr raami ,Negative
17850,tm dono ka mutual crush ,Neutral
17851,Or tumara honay wala mijazi :p,Positive
17852,Kya baat hai fahad bhai ,Positive
17853,Na na or tmhra hone wala .....  iykwim ,Neutral
17854,yahi h na q chupa rahi thi,Negative
17855, alhumdulilah asu psnd nh meri,Positive
17856,Oh khudda ka khof kr bhai,Negative
17857,Ap nay zaya hojana hay,Negative
17858,Bht ghandi choice hy teri ,Negative
17859,Yeh Tum ho Tumhari Picture Tumhari crush ko Send Karni pharegi. ,Negative
17860,agya tera crush,Neutral
17861,chl beyyy videos tu dkti h iski,Negative
17862,Tere liay pasand kiya na,Positive
17863,Chl phutt idr se,Negative
17864,Chal koi ty ha,Negative
17865,Dfa ho ja,Negative
17866,Phr sy update hogya tera?,Neutral
17867,Kash tu parh sakta ,Neutral
17868,"Deep baat ki hai bhaii ny, smj ly ",Positive
17869,Ye mil jai na is ko dery py ly k jaen gy khushboo b udhar e lagae ga is ko ,Positive
17870,gnda shks hai hai ye ,Negative
17871,Funny bnay ki nakam kosish ,Negative
17872,Ab tm jo marzi kaho,Negative
17873,Nahi tw ye kon hai? ,Neutral
17874,Looo bhool gae tmari phli mohabbat ur crush ,Neutral
17875,Touba touba ab wo aesa bhi nahi dikhta? ,Negative
17876,Ahahaha..... phir kesa tou,Neutral
17877,Bus aesa nahi ,Neutral
17878,Jo mera h woh Tera ,Neutral
17879,Jo  ka hai woh  ka hai ,Neutral
17880,Jesi tumhri pasand wesi hi meri  btw i like his hairstyle ,Positive
17881,Apka r srf apka ,Positive
17882,me maaar e jaoon,Negative
17883,Apka crush hai yeh ,Neutral
17884,Nhi ji apka hai,Neutral
17885,bs krdy lgta is sey pyar krwa k hi choro gi ,Positive
17886,Apka khasam ha ye ,Neutral
17887,Hahahhahahhahaha pyar krtay ho na Aap es se :) aur mujayy btyaa bhe nai :),Positive
17888,Skht lanat beta g ap py ,Negative
17889,chupa lo ab :),Negative
17890,Yehi pyar hai :),Positive
17891,Aise crush ko to mein khud crush kardo,Negative
17892,crush to pta ni  pr hndfree ap ki trha lgi h same ? Woh jo oppo camra wali pic yd h ? ,Neutral
17893,allah nazre bad se bachy tm jaiso ki,Negative
17894,ap sb ka crush ,Neutral
17895,Toba toba.. apka b to h yahi crush vo alg baat h k aap dil m rkhti hn btati nai hn k nasir khan jan,Negative
17896,Hahaha ji ji. Aisi e bat h #tuba ,Neutral
17897,Esi hi baat h.. vo alg baat h k ap k dil mn h,Positive
17898,Mny to phly hi kaha tha,Neutral
17899,Bx kar mnae phlae kiya hae tu tra hae#NkKJ ,Neutral
17900,Naw tra b yehi hai,Neutral
17901,Kha haE naW tra haENkkJ ,Neutral
17902,Sorry but meri taraf sey seat occupied hai ,Negative
17903,no.. jo mjhe pasand bs wohi hoga.. ni tou teri khair ni,Negative
17904,Tu phir jiska gif hai ussko passand karlo merey liye ,Neutral
17905,waja behn? Bs jo keh dia wohi hna chahye,Negative
17906,Nhiiiii mujhey already loki pasand hai,Positive
17907,Garak houjao,Negative
17908,ek tou tera ghr basa rhi hon mai ,Positive
17909,Mat basa bhae mai khud apnay ghr se nikaljaonga,Negative
17910,koi nae ye rakh lega apne pas tu bus khush reh ,Positive
17911,Goli mardou mujhay pr yeah zulm na jar,Negative
17912,aaj kl wesay b aap ko zarooret hai,Neutral
17913,Ma Sha Allah ... Allah nazrey bd sey bachaye Ameen ,Positive
17914,Pakistan m ek orr kohinoor h....kch kch yad aa rha h...Nouman khan...legend....,Positive
17915,Jia arsal dj almost sb characters hi bhht acha kam kre hain love you all ,Positive
17916,Milna tumhen chahyey tha 'The real blackmailer' awarddd,Negative
17917,Itni eng ka faida  ?,Negative
17918, koi toh samjhdar actress hai Pakistan k pas. ,Positive
17919,Guitar thora out of tune feel nahin ho raha ? Ya tuning standard sai different hai ?,Neutral
17920,Sujja bahi south America my hy mabi Sheikh Zahid AlNahyan or shahzady Imran ky sat,Neutral
17921,Yaaaaaaaara wohi flavor wohi feeling !!! Next level :) #PakistanZindabad,Positive
17922,Bas Ab insanoo ko Tarah Aik album banao apney gorey ko wapas bulao aor shuru hojao,Positive
17923,"Farrukh Mirza bus karo bhaai saryy artists ko mullah bnana hay??? Have u listen their song lyrics ""sayooni"" ? Zaroori nai hy k sirf mullah hi ban kr islam ko serve kiya jaye.",Neutral
17924,Kahin bhi music ko bura nai likha gaya ya mana nai kiya gaya mana kiya gaya tuo ghalt or buray content se chahy wo lyrics ki form me ho ya visual form me. Music itself isnt haram.,Neutral
17925,"Zeeshan, ap ki na sirf knowledge bht achiheh hai balkay us per tehqeeeq bhi hai  ",Positive
17926,or ap apnay decision pr Sabit qadam Ho. ,Positive
17927,Pr Main abhi is mamlay main itnaa depth main ilm nhn rakhtaa or music and songs ko Haram Khayal krtaaa hoon.,Neutral
17928,O bhaijan abhi inka level world ke biggest rock bands se nhi hai.,Negative
17929,Saud choty ustad un best m se 1 inka b tha.,Positive
17930,Yar yae Salman cap q pahantae Hai,Neutral
17931,... bhai sahab yeh jume se ek do din pehle ki hai ... ,Neutral
17932,Yaar bina dil mera nehi lagta,Neutral
17933,Yar bina dil maira naiyo lagnaa ,Neutral
17934,Neend aati Nahi mujhko saari raat koi us se kahe mere dil ki baat,Positive
17935,admin ka jumma lagta hai pehe hi aa jata hi ...,Neutral
17936,Jaadoo ki jhappi,Positive
17937,Bari dair kardi meharban aate aate,Positive
17938,yarro yahi dosti ha junoon sa jo milli ha,Positive
17939,kya bat hai.Junoon long live,Positive
17940,Yeer phirse ek ho jao mere zaan,Positive
17941,Waisay  hum sey yeh clip 4 months baad share karay ga ,Neutral
17942,"Ab to inka reunion bhi hogaya, apna kya plan hai?",Neutral
17943,Fauji hai yaa kuch dino se darr ke maaray hogaya hai... ,Negative
17944,Gora bassist kithey va?,Neutral
17945,Yah setup check kr,Neutral
17946,Full jugari lekin Professional,Neutral
17947,Reunion kab hai,Neutral
17948,growing up choro..log to abi b karna nai chorte,Negative
17949,"mujhe kya pata, dost nahi banati itnay zyda TUMHARI TARAH:)",Negative
17950,cheeks  jinhe keench kr mje mza aa jata,Positive
17951,agli baar koi kry toh aoskae stomach pe zor se pinch krien,Negative
17952,tm tou kaan noochtii thii  chubby cheeks tou dorr ki baat,Negative
17953, ps aik bar kafi tha : ),Neutral
17954,Haha jbh hai humhari! abhi koi nhi karta..,Neutral
17955, cheeks gor se parha kr nuswar kha k parhta rehta ha,Negative
17956,bs ab kuch nahi bolungi yk my reply. ,Neutral
17957,khayal hai tabhi miss kar rahi hoon sirf. ,Negative
17958,haan itna tou pta chal gaya hai xd,Neutral
17959,Bhoolain tou aap!Neend ni aaigi aapko agar aap wo zulm bhool gaye jo aapne kia tha mere sath ,Negative
17960,Tha tou wese mujhse poochain xD,Neutral
17961,chubbh cheeks :p kuch yad aya ?,Neutral
17962,Batmeez insan ,Negative
17963,Tu phr khenchti toh wohi jungliyon ki tarha hay ,Negative
17964,Chalo ub tumhe chor k kisi aur k karenge ,Negative
17965,issiliye kerti hun ,Neutral
17966,Hahah bari khoobsurat saza hai ,Positive
17967,kahan hy chubby bhae? Phr b? ,Neutral
17968,Aise ni boltay,Negative
17969,Woh tag krti humey,Neutral
17970,fir mra moonh tw gya smjhun m? ,Negative
17971,hai na main b kuch aisa he socha tha ,Neutral
17972,Kea hua ? ,Neutral
17973,jab kholta tha tab kuch nazar nai ata tha ,Neutral
17974,Neend churai teri kisne o sanam? ,Positive
17975,dekho talented to main bohot hon xP,Positive
17976,and you say laro nahi ,Positive
17977,Nahi jee aisa lagta hai sirf tumhein ,Neutral
17978,frnd list mein aik he nadeem hy ,Neutral
17979,Gull g any time ap k liye to hmaisha sy well come ha,Positive
17980,Es k next episode mai kon mar jaeGa,Negative
17981,Ye kr kia rhy hain pehly ghazian ko mar dia ab Dr. Fara.,Negative
17982,Plz aur kisi Ko bilqul fazool mein na mar dena,Negative
17983,Zobaria kitni sweet nature ki hai. ,Positive
17984,Dr.Fara bhi gayi.,Neutral
17985,Itna bikr drama q kr dia indian drame Ki trha q bna dia aese itniii interest hokr dekhti thi or upr se taiming bi change krdi dafrrr,Negative
17986,Itna bonga drama m n Aj tk nhi Dekha....,Negative
17987,end main yai drama bohot ajeeb ki a ap NY ,Negative
17988,Shadi Mubarak hoi,Positive
17989,Moray saiyaan bestNot faisla waada shadi Mubarak ho yeh sub baqwas Hain,Negative
17990,hd hogai,Negative
17991,zubariya ki shadi altmash s kr dain gy ye ab.,Neutral
17992,Dono couple khrab kr diye,Negative
17993,Phattar marnee waale par b phool pekhte hai.,Positive
17994,Aapny chalan tcs kra ta??,Neutral
17995,Plz ik problem pochni hy,Neutral
17996,Bs Allah karam karay ga,Positive
17997,sir. may ny wazirabad cardiology hospital may aply keya the .bps 12 in computer operator.,Neutral
17998,apny isc ya equal subjects required keya tha .,Neutral
17999,or mera intermediate computer science may hy .,Neutral
18000,may ny helpline pay call ke .,Neutral
18001,ono ny kaha k ap apny documents or ak aplication type kar k Fax kar day .,Neutral
18002,my 2 ganty fax karta raha .ya to fax off the .aghr on the to busy the .sir bari moshkisl ay hum fee pay karty hy .750 eske fee hy .ap plz es masly kaa hall bata day .,Negative
18003,Aoa.kia koe teachng k proces k bary main bta skta h k jb selectionU.C wise hni h to phr Top 30 candidates ko priority lst fl krny ka q kaha etc ?,Neutral
18004,Kia kci test me time me changing krwana ho ya centre change krwana ho .,Neutral
18005,kia y NTS me possible he.agr PTS aor NTS 9bj test  rkhen to kia NTS change kr skta he kci candidates k liye.,Neutral
18006,Bs yehi kam hyn inky meri roll no slip agai bt wahan pe id card na number ghalat diya how hy' now they r not picking up the phone,Negative
18007,Ssu psychometric test result kb ayega?,Neutral
18008,PgcnGeneric bsnKa result kab hay.. Koi btyega,Neutral
18009,intelligence bureau pakistan ka result kab ayngai ?,Neutral
18010,Dear sir ib ka result kab announce ho ga??,Neutral
18011,I'm disabled person sirKia mujy b fee submit krani hy ya nai,Neutral
18012,Ssu camando physical test kB hn,Neutral
18013,sindh ki medical entry test 2017 ki merit list kab lygy gi ?,Neutral
18014,akher kab khatam hoga nts ka drama.,Negative
18015,educators job k liay different tehsil mai apply kr skty hain ?,Neutral
18016,Educators ka result kb announce ho raha hy?,Neutral
18017,Aoa mjhy puchna hy k GAT subject ki re-checking mai marks increase hoty hain?,Neutral
18018,chor ky bachy money makers,Negative
18019,Nat test main copmuter k subject main 12 saal waly e test type main apply karna h after gradution,Neutral
18020,educators job k ly registration k waqt agar password bhol jy to login k ly kya krein kindly help,Negative
18021,Btaden ib result kb announce hoha,Neutral
18022,sir result card nai aya,Neutral
18023,Agr form me ghlti hojae or submit hojae to kia krn?,Neutral
18024,Pallz tell me police test result kab ana ha,Neutral
18025,Yes ho gae hai open link,Neutral
18026,datacell opn nh horha,Neutral
18027,tmhari kasi situation thi???,Neutral
18028,BHAi result KB aeege Ssu ki,Neutral
18029,Ct pst and tt 5 k bad hon gay,Neutral
18030,Ssu driver result kahan gum ho gaya,Negative
18031,Bhai ssu k writing test kb hogy,Neutral
18032,Haha ok ok.. But tm apni degrees mje do m jala don haha,Negative
18033,ni mje tu di e ni uni waloun ne kHa kis bat ki dyn clasz tu lyti nai,Negative
18034,tu degree punchaa ai bari welldone,Negative
18035,Haan oye same time kesy lag ra mje b yahi nai smjh ara tha,Neutral
18036,M lait gya hon lamba lambaaa,Neutral
18037,Tu tou chup krk degree dy batain naa kr alll saudia dour nai Achwa,Negative
18038,Or ye jo bol rai na isko tu sawal b nai parhny aty istri wlai maseel,Negative
18039,Shukarullah Shah Rashdi y ni likha khali yar apki akal ko slam ha samaj aa ri ha bat to wesay hi bus efficient hona ha,Negative
18040,Only sided video nahi banana chahy,Negative
18041,aap zaroor hissa lay. ,Positive
18042,Kun K young generation aap ko fully sport kry gi. ,Positive
18043,Allah b aap pe meherban hai.,Positive
18044,Shooter bhai aapka vote bahawalpur me nae? :p,Neutral
18045,lol .. Sarge Bhai .. bx zakahm taza mt kro .. ieho bahu hay,Negative
18046,Jawad Farooqui kyun ke ab morosiat pti me a gae hai…,Negative
18047,or inqalab ka janaza nkl gia jo ana tha.,Negative
18048,Aik election se out hona means Ap uss constituency se out hjao gay..,Negative
18049,Allah kry jald ap ki degree complete ho r inshallah 2023 main ap lodhran k next MNA Hn ga,Positive
18050,Ap jeetein ya harein ap k honest insan hein yeah bari baat hy pti k lye.... ,Positive
18051,best candidate koa nhn mil rahaa aap kea workers koa nhn aap kea p.t.i keaa tickes bhi chooron koa lootoon koa mil rhea hean,Negative
18052,ham nai ye nahi daikna ki koon hay bus vote sirf awar pti ko daina bus,Positive
18053,or us NE aik din b apne area ma nhi guzra..lakin hamri awam ko is SAE kia,Negative
18054,INSHA ALL jeet khan sahib ki hogi,Positive
18055,.mujae wo waqt yad a gya ,Neutral
18056,Dua he Jetain But Without You I think kah Yah Election Difficult na ho jaye,Neutral
18057,Jb ap wapis aein to zaroor Quetta say Loadhraan just ap say milnay k lye oun ga...,Positive
18058,Yah hotay hain atticates or Manners Well Ali Khan Tareen Broo Yhii Farq he Ap main Or Baqion. ,Positive
18059,Wo kalsoom ko bistar marg sy election win krwa k London bhaij dya,Negative
18060,Dil khus hoa...par kya he a6a hota ap kud election m aty....any how ap ki b genuine majbori hai.,Neutral
18061,degree thori si late ho b jaye tu no issues mgr apko election zaror larna chahia,Negative
18062,bri soch k malak hooo..,Positive
18063,ALLA APKO BHT IZZAT DYE ....,Positive
18064,Allah kamiyab Karen.,Positive
18065,Muje b yeh koi reaction hi lg raha tha,Neutral
18066,G han Noon league aor ppp ko marit pay milay tickets,Positive
18067,ap k walid sb b to compaign kr sakthy thy plz review kerain,Neutral
18068,Phir tu MNA ho k ap degree complete krny jaty abroad! ,Positive
18069,Ali Bhai AP nai to koi nahi,Negative
18070,Bhai jin Seats by By-Elections hongy idr ajaye ga dubara,Neutral
18071,"Saad iss kachry k bgair wo iqtedaar mai kbi b ni askty, or govt. Mai any k baad agr head acha hoga tu koi aik pae ki b corruption ni kr sky ga",Positive
18072,Allah ap k liye sab bht bhtr kre.,Positive
18073,ali bhai apko election larna chahye,Positive
18074,I think shah mehmood qureshi ki wjja s...en ko ticket ni mila,Negative
18075,tu phr inkar q kia......,Negative
18076,Ali tareen ki kon c study yar...... ye bhai phly election lrr chky hain.... ye ho skta hy..... jan bohj kr pechy hwa ho....ye btany k lye....hmy lalch ni....ap kia khty ho???,Negative
18077,ap khud larro pls pls pls pls pls aap na larre Election NA 161 se tu burra impact prre ga pls try to understand pls,Negative
18078,Haar maan gy treen saheb,Negative
18079,Yar zinadabad baki parties waloo k moo par slap hai.,Negative
18080,ye dkho yh tabdeli hai....,Neutral
18081,plese ap khoad elaction lare,Neutral
18082,Inshallah jeet PTI ki hogi.,Positive
18083,vote srif khan ka,Neutral
18084,BY-ELECTIONS MAIN PARTICIPATE KERTE HUE SOCHA HOGA K ELECTION JEET KER PAPER CLEAR KERWA LUNGA???,Negative
18085,Jab aap ko govt hi na milay to kese awam ki khidmat ki Jaye ... ,Neutral
18086,Har bnday ko yhi lgta h k vo Sacha h bs dunya main,Positive
18087,Usnay saaray jalsay attend kiye,Neutral
18088,Aap khty Hain to maan leta,Neutral
18089,Amir liaqat ko ticket Mila h ? ,Neutral
18090,Vo Jo aap ny kha Tha na k Sachi baat ki vo wali baat Mani Hai ,Positive
18091,Mjhy is baray main nhi pta lekin age Mila h to koi mazaika nhi pti k pas Karachi main bht Kam candidates Hain even wahan py party strong ni h so jis ko bhi day dain ticket,Negative
18092,Aap log jehangir tareen ko ATM boltay thay .... Hun Aram ay?,Negative
18093,Uska beta election nhi lar raha,Neutral
18094,Jehangir tareen na ehal,Negative
